student_id,age,gender,major,academic_level,semester,previous_gpa,cumulative_gpa,failed_courses,completed_credits,withdrawn_courses,attendance_rate,absence_count,late_count,midterm_average,quiz_average,assignment_average,project_average,completed_assignments,late_assignments,lms_login_count,lms_active_days,learning_time_hours,gpa_trend,performance_trend,final_gpa,at_risk
10347,20,M,Industrial Engineering,Bachelor,3,12.01,12.62,0,53,1,85.11,6,3,9.32,5.45,7.39,9.67,5,3,19,16,22.31,-0.14,-0.37,10.84,1
10347,20,M,Industrial Engineering,Bachelor,4,10.84,12.17,1,67,1,73.0,10,3,6.21,5.0,5.74,7.86,6,2,17,13,27.07,-1.78,-0.477,11.24,1
10348,25,F,Industrial Engineering,Bachelor,1,16.74,16.74,0,16,1,83.63,4,1,14.79,11.74,13.86,17.46,10,3,18,12,11.13,0.16,-0.166,12.01,0
10348,25,F,Industrial Engineering,Bachelor,2,12.01,14.37,1,37,0,91.8,2,2,6.68,5.0,9.29,7.44,6,1,21,19,27.55,-2.65,-0.493,10.61,1
10348,26,F,Industrial Engineering,Bachelor,3,10.61,13.12,0,52,0,78.95,7,3,7.95,5.19,8.28,9.25,10,2,16,12,14.44,-3.21,-0.36,11.9,1
10348,26,F,Industrial Engineering,Bachelor,4,11.9,12.82,0,66,1,78.33,5,3,6.98,5.0,5.37,7.72,8,1,13,9,19.34,-0.95,-0.543,9.32,1
10349,24,F,Computer Science,Bachelor,1,15.8,15.8,0,15,0,80.2,7,3,13.11,9.63,13.97,12.86,8,1,36,27,25.33,-0.0,-0.312,13.2,0
10349,24,F,Computer Science,Bachelor,2,13.2,14.5,1,29,0,80.76,7,3,9.68,7.82,11.11,10.18,8,0,33,21,32.47,-1.21,-0.395,12.73,0
10349,25,F,Computer Science,Bachelor,3,12.73,13.91,1,47,0,75.36,7,1,7.58,7.93,8.68,9.29,7,2,33,22,35.38,-1.21,-0.421,11.36,1
10349,25,F,Computer Science,Bachelor,4,11.36,13.27,0,67,0,79.62,6,1,6.95,5.14,10.31,10.56,9,2,33,19,22.55,-1.83,-0.377,13.81,0
10350,25,F,Electrical Engineering,Bachelor,1,14.93,14.93,1,18,1,92.57,0,1,13.15,13.1,14.36,13.6,9,2,23,19,26.27,0.31,-0.085,13.39,0
10350,25,F,Electrical Engineering,Bachelor,2,13.39,14.16,1,31,2,88.34,5,2,10.31,7.64,14.96,11.87,5,1,26,21,36.72,-0.4,-0.288,12.56,0
10350,26,F,Electrical Engineering,Bachelor,3,12.56,13.63,0,53,1,80.84,5,1,10.2,8.71,9.81,11.14,4,1,27,19,25.53,-1.55,-0.275,12.94,0
10350,26,F,Electrical Engineering,Bachelor,4,12.94,13.45,0,70,0,76.79,7,4,9.89,7.66,10.8,11.72,9,1,16,14,18.87,-0.33,-0.324,12.84,0
10351,22,M,Industrial Engineering,Bachelor,1,11.11,11.11,0,13,0,76.52,5,3,5.0,5.0,5.0,5.97,5,4,13,14,19.89,-0.03,-0.6,9.45,1
10351,22,M,Industrial Engineering,Bachelor,2,9.45,10.28,0,32,0,77.16,4,4,5.31,5.0,5.0,5.0,8,3,9,10,8.47,-1.5,-0.427,10.74,1
10351,23,M,Industrial Engineering,Bachelor,3,10.74,10.43,0,47,0,75.9,6,3,5.0,5.0,5.0,5.73,10,3,6,9,11.98,0.64,-0.562,10.88,1
10351,23,M,Industrial Engineering,Bachelor,4,10.88,10.55,3,64,0,63.98,13,5,5.0,5.0,5.0,8.12,9,4,3,6,4.0,-0.28,-0.55,9.92,1
10352,23,M,Information Technology,Bachelor,1,14.37,14.37,1,19,0,89.41,4,2,11.24,9.32,13.71,17.92,6,2,33,24,33.53,0.26,-0.207,14.46,0
10352,23,M,Information Technology,Bachelor,2,14.46,14.41,0,35,0,98.07,0,1,11.62,9.65,15.06,13.46,8,1,27,22,26.7,0.08,-0.245,13.19,0
10352,24,M,Information Technology,Bachelor,3,13.19,14.01,0,54,0,100.0,0,2,9.57,10.12,11.51,9.46,5,2,24,17,21.06,-0.88,-0.338,13.24,0
10352,24,M,Information Technology,Bachelor,4,13.24,13.81,0,72,0,89.34,4,2,10.67,7.93,13.3,11.39,5,2,27,22,33.76,-0.1,-0.226,14.87,0
10353,23,F,Electrical Engineering,Bachelor,1,12.23,12.23,1,17,0,68.04,9,2,7.18,6.41,10.0,9.89,6,2,29,16,14.49,0.56,-0.414,11.31,1
10353,23,F,Electrical Engineering,Bachelor,2,11.31,11.77,0,36,1,90.71,3,0,7.61,5.62,8.33,8.23,10,3,8,7,9.35,0.28,-0.387,11.93,1
10353,24,F,Electrical Engineering,Bachelor,3,11.93,11.82,0,49,0,78.31,7,3,7.39,5.21,9.84,10.09,7,2,19,14,16.9,-0.31,-0.385,13.12,0
10353,24,F,Electrical Engineering,Bachelor,4,13.12,12.15,1,67,0,69.49,7,3,7.23,5.0,11.11,13.1,10,2,12,9,4.0,0.5,-0.454,12.0,0
10354,22,F,Computer Science,Bachelor,1,13.01,13.01,0,15,0,85.61,3,1,8.4,7.65,8.26,9.1,6,3,23,19,21.45,0.32,-0.499,14.33,0
10354,22,F,Computer Science,Bachelor,2,14.33,13.67,0,36,0,85.41,2,3,10.48,6.97,10.13,11.25,10,0,20,17,22.29,0.8,-0.429,14.5,0
10354,23,F,Computer Science,Bachelor,3,14.5,13.95,2,51,0,83.1,6,3,13.02,9.89,13.89,13.11,6,3,28,20,9.33,0.53,-0.212,13.17,0
10354,23,F,Computer Science,Bachelor,4,13.17,13.75,0,69,0,75.51,9,2,9.14,10.12,9.64,10.02,5,2,7,11,11.8,-0.74,-0.356,13.32,0
10355,25,F,Accounting,Bachelor,1,13.31,13.31,1,14,0,82.23,5,3,9.63,9.61,12.98,9.81,4,1,24,16,25.78,0.09,-0.337,11.2,1
10355,25,F,Accounting,Bachelor,2,11.2,12.26,3,29,0,79.8,6,2,6.81,6.6,10.47,9.85,5,1,26,21,27.85,-1.47,-0.276,9.71,1
10355,26,F,Accounting,Bachelor,3,9.71,11.41,1,44,0,96.57,1,1,8.45,6.8,12.95,9.93,8,2,38,26,33.87,-1.75,-0.123,12.51,0
10355,26,F,Accounting,Bachelor,4,12.51,11.68,0,73,0,97.15,1,3,10.83,10.77,12.52,12.4,4,0,35,26,40.45,0.94,-0.095,12.53,0
10356,24,F,Electrical Engineering,Bachelor,1,16.14,16.14,2,13,0,81.42,5,2,12.7,8.1,14.78,14.03,10,0,26,21,38.14,-0.61,-0.408,14.31,0
10356,24,F,Electrical Engineering,Bachelor,2,14.31,15.22,2,28,0,88.5,3,0,12.08,12.07,12.84,13.09,8,0,13,15,21.26,-1.02,-0.174,14.36,0
10356,25,F,Electrical Engineering,Bachelor,3,14.36,14.94,0,49,0,77.55,8,1,9.62,8.56,10.31,11.24,10,3,36,24,33.78,-0.87,-0.494,15.15,0
10356,25,F,Electrical Engineering,Bachelor,4,15.15,14.99,1,69,0,82.92,6,2,12.47,11.32,13.03,13.59,8,3,30,19,23.47,0.79,-0.293,15.14,0
10357,23,M,Management,Bachelor,1,15.14,15.14,0,17,0,82.48,4,4,8.75,5.0,8.52,12.31,8,2,17,10,4.55,-0.42,-0.676,13.32,0
10357,23,M,Management,Bachelor,2,13.32,14.23,2,27,0,70.6,7,4,5.92,5.0,7.29,6.91,5,3,28,19,15.6,-1.38,-0.647,10.02,1
10357,24,M,Management,Bachelor,3,10.02,12.83,1,44,0,75.91,8,2,7.26,5.0,7.15,9.88,9,3,18,15,17.47,-3.11,-0.278,10.01,1
10357,24,M,Management,Bachelor,4,10.01,12.12,1,66,1,76.38,5,3,7.47,5.29,5.48,6.21,7,2,3,6,4.0,-2.08,-0.28,12.76,0
10358,24,M,Information Technology,Bachelor,1,14.59,14.59,1,16,0,88.4,3,2,11.69,10.55,14.82,13.04,4,1,40,24,40.92,0.28,-0.198,15.36,0
10358,24,M,Information Technology,Bachelor,2,15.36,14.97,2,32,0,79.22,2,2,11.35,9.26,12.15,11.6,5,1,25,17,23.45,-0.22,-0.416,14.36,0
10358,25,M,Information Technology,Bachelor,3,14.36,14.77,0,57,0,79.1,6,3,13.16,13.4,14.7,13.92,8,2,22,17,35.85,-0.18,-0.001,13.86,0
10358,25,M,Information Technology,Bachelor,4,13.86,14.54,2,69,0,72.96,9,4,10.16,5.84,11.36,12.09,6,1,31,22,31.12,-0.67,-0.397,11.17,1
10359,20,M,Electrical Engineering,Bachelor,1,12.58,12.58,2,8,0,70.94,11,3,5.01,5.0,10.05,8.11,8,3,3,4,4.0,0.24,-0.549,10.55,1
10359,20,M,Electrical Engineering,Bachelor,2,10.55,11.57,1,37,0,75.58,7,6,5.0,5.0,5.0,6.79,10,2,10,7,7.26,-1.45,-0.57,9.03,1
10359,21,M,Electrical Engineering,Bachelor,3,9.03,10.72,0,51,1,80.47,4,3,5.0,5.0,6.29,5.0,6,1,16,10,16.35,-1.65,-0.376,12.49,0
10359,21,M,Electrical Engineering,Bachelor,4,12.49,11.16,3,67,0,81.5,4,4,5.89,5.0,10.33,10.16,8,2,17,15,17.8,1.11,-0.514,11.69,1
10360,25,M,Industrial Engineering,Bachelor,1,18.32,18.32,0,17,0,100.0,1,2,20.0,15.33,19.87,19.39,9,0,34,28,42.82,0.33,0.046,15.92,0
10360,25,M,Industrial Engineering,Bachelor,2,15.92,17.12,0,36,0,100.0,0,0,17.48,14.18,18.96,17.15,4,1,42,29,52.84,-1.24,0.15,14.69,0
10360,26,M,Industrial Engineering,Bachelor,3,14.69,16.31,0,48,0,100.0,1,2,16.95,16.76,15.67,15.41,6,1,36,29,38.52,-1.41,0.105,17.2,0
10360,26,M,Industrial Engineering,Bachelor,4,17.2,16.53,0,75,0,91.93,0,0,15.51,14.26,18.03,17.33,6,0,44,30,43.03,0.89,-0.17,14.68,0
10361,23,F,Management,Bachelor,1,13.48,13.48,0,18,1,92.77,2,1,10.29,6.19,10.53,9.85,10,0,29,19,33.06,-0.44,-0.426,13.58,0
10361,23,F,Management,Bachelor,2,13.58,13.53,2,34,1,77.92,4,4,9.44,8.49,9.21,8.8,8,2,22,21,27.38,-0.5,-0.472,12.91,0
10361,24,F,Management,Bachelor,3,12.91,13.32,0,52,0,95.54,2,3,12.9,9.1,11.94,11.33,4,2,27,23,24.7,-0.39,-0.15,14.84,0
10361,24,F,Management,Bachelor,4,14.84,13.7,1,72,1,84.06,4,1,7.72,5.0,11.29,9.84,10,0,21,16,24.67,1.12,-0.665,13.39,0
10362,23,F,Information Technology,Bachelor,1,14.86,14.86,1,14,0,83.15,4,0,12.61,9.28,14.14,13.83,8,2,26,22,23.85,0.05,-0.309,12.56,0
10362,23,F,Information Technology,Bachelor,2,12.56,13.71,1,32,0,87.1,3,5,9.98,7.36,11.99,12.92,8,1,15,15,17.12,-1.17,-0.283,12.69,0
10362,24,F,Information Technology,Bachelor,3,12.69,13.37,3,44,1,74.17,6,3,8.86,8.56,10.87,11.89,8,1,22,17,19.11,-0.76,-0.293,11.85,1
10362,24,F,Information Technology,Bachelor,4,11.85,12.99,0,72,0,82.35,3,4,11.73,9.88,10.6,12.56,9,2,27,18,19.71,-1.38,-0.047,13.67,0
10363,20,F,Management,Bachelor,1,15.15,15.15,1,13,0,76.0,4,3,10.49,8.58,10.2,11.53,5,2,13,11,10.05,-0.66,-0.47,13.21,0
10363,20,F,Management,Bachelor,2,13.21,14.18,0,40,1,89.22,4,1,9.0,5.0,8.9,12.36,4,1,11,7,4.92,-0.7,-0.494,14.03,0
10363,21,F,Management,Bachelor,3,14.03,14.13,0,53,0,78.69,6,3,10.12,10.06,14.28,13.32,7,3,10,14,20.55,0.28,-0.312,12.74,0
10363,21,F,Management,Bachelor,4,12.74,13.78,1,69,0,80.44,5,3,7.46,9.24,10.14,9.3,8,3,20,16,20.57,-1.13,-0.454,13.17,0
10364,20,F,Electrical Engineering,Bachelor,1,14.24,14.24,2,12,0,85.75,4,5,10.62,8.8,12.53,11.96,8,2,21,24,36.35,-0.54,-0.341,13.65,0
10364,20,F,Electrical Engineering,Bachelor,2,13.65,13.94,1,36,1,80.42,5,1,11.19,8.25,8.21,11.26,6,1,19,16,18.78,0.66,-0.305,12.8,0
10364,21,F,Electrical Engineering,Bachelor,3,12.8,13.56,1,53,2,79.46,6,1,7.49,5.0,10.19,10.78,4,1,22,18,28.81,-0.99,-0.489,12.14,0
10364,21,F,Electrical Engineering,Bachelor,4,12.14,13.2,0,72,0,73.43,7,3,10.39,6.87,10.89,10.36,8,2,12,13,15.1,-0.7,-0.262,13.14,0
10365,18,M,Management,Bachelor,1,16.24,16.24,0,14,1,100.0,0,2,16.27,15.18,14.29,15.33,7,1,28,26,33.33,0.02,-0.122,14.74,0
10365,18,M,Management,Bachelor,2,14.74,15.49,0,34,1,100.0,1,0,11.39,9.81,13.7,14.34,6,3,38,30,47.77,-0.6,-0.314,15.17,0
10365,19,M,Management,Bachelor,3,15.17,15.38,2,52,0,87.61,3,0,13.2,11.63,13.69,15.29,10,0,29,23,36.02,-0.05,-0.15,13.4,0
10365,19,M,Management,Bachelor,4,13.4,14.89,0,70,0,93.41,3,2,12.72,10.11,15.02,12.48,6,1,35,23,38.61,-1.49,-0.023,14.96,0
10366,19,M,Computer Science,Bachelor,1,12.44,12.44,2,15,0,69.34,13,2,6.44,5.0,8.68,8.21,10,2,18,18,22.82,-0.23,-0.585,12.63,0
10366,19,M,Computer Science,Bachelor,2,12.63,12.53,2,31,1,68.75,9,3,6.33,5.0,5.85,10.15,10,3,15,12,26.65,0.49,-0.597,10.86,1
10366,20,M,Computer Science,Bachelor,3,10.86,11.98,0,54,0,84.08,5,3,7.06,5.66,5.0,7.55,7,2,3,3,4.0,-1.34,-0.485,11.91,1
10366,20,M,Computer Science,Bachelor,4,11.91,11.96,2,73,0,78.0,7,2,5.45,5.0,9.53,6.83,9,3,9,14,25.54,-0.14,-0.599,10.04,1
10367,18,M,Management,Bachelor,1,13.2,13.2,1,15,1,80.06,5,3,6.71,5.0,10.92,11.08,7,1,5,7,10.51,0.04,-0.529,10.54,1
10367,18,M,Management,Bachelor,2,10.54,11.87,2,27,3,68.52,9,3,5.0,5.0,8.66,7.67,4,2,17,13,25.19,-1.25,-0.441,11.86,1
10367,19,M,Management,Bachelor,3,11.86,11.87,0,57,1,85.99,4,2,9.51,6.52,8.56,10.38,5,1,10,11,7.44,-0.44,-0.267,11.42,1
10367,19,M,Management,Bachelor,4,11.42,11.75,2,68,0,87.85,3,4,6.03,5.17,7.28,5.0,6,1,20,14,16.76,-0.32,-0.567,12.14,0
10368,25,F,Computer Science,Bachelor,1,16.82,16.82,0,18,0,100.0,0,1,14.84,14.94,16.45,14.68,8,0,46,30,50.09,0.06,-0.173,13.76,0
10368,25,F,Computer Science,Bachelor,2,13.76,15.29,0,34,1,100.0,0,0,15.2,14.5,15.8,14.97,8,1,33,30,41.57,-1.18,0.103,15.59,0
10368,26,F,Computer Science,Bachelor,3,15.59,15.39,0,56,0,100.0,0,0,12.48,12.91,14.56,13.52,10,0,25,24,42.07,0.56,-0.256,15.93,0
10368,26,F,Computer Science,Bachelor,4,15.93,15.53,0,67,0,100.0,0,0,12.23,11.36,13.88,15.33,4,0,41,30,43.0,0.59,-0.31,14.08,0
10369,25,M,Electrical Engineering,Bachelor,1,15.3,15.3,0,17,0,85.18,5,2,11.31,7.46,13.11,12.93,4,3,20,16,13.09,0.19,-0.416,13.23,0
10369,25,M,Electrical Engineering,Bachelor,2,13.23,14.27,1,33,0,76.05,8,3,9.98,9.27,10.88,10.34,9,0,18,16,15.14,-0.53,-0.282,13.68,0
10369,26,M,Electrical Engineering,Bachelor,3,13.68,14.07,1,49,0,90.88,4,4,9.89,5.9,12.43,12.97,6,1,21,15,16.03,-0.5,-0.26,12.66,0
10369,26,M,Electrical Engineering,Bachelor,4,12.66,13.72,0,73,0,97.36,0,1,10.21,6.24,9.02,8.94,10,2,30,20,16.13,-1.59,-0.352,12.89,0
10370,25,M,Computer Science,Bachelor,1,15.59,15.59,0,19,2,78.24,6,4,14.24,9.26,14.05,14.27,4,1,21,14,24.95,0.88,-0.284,16.86,0
10370,25,M,Computer Science,Bachelor,2,16.86,16.22,0,35,0,77.26,7,3,13.64,11.89,15.33,15.35,4,4,22,19,23.19,0.39,-0.277,14.79,0
10370,26,M,Computer Science,Bachelor,3,14.79,15.74,2,46,1,65.97,14,5,10.75,10.72,12.08,12.13,4,2,29,21,34.58,-1.39,-0.366,12.4,0
10370,26,M,Computer Science,Bachelor,4,12.4,14.91,1,69,1,84.39,4,2,7.61,7.4,9.85,10.55,5,2,31,23,35.92,-2.45,-0.427,12.93,0
10371,21,M,Electrical Engineering,Bachelor,1,13.5,13.5,1,14,0,87.25,4,4,7.43,5.0,6.74,7.16,6,2,17,12,15.29,-0.12,-0.681,11.58,1
10371,21,M,Electrical Engineering,Bachelor,2,11.58,12.54,1,36,1,85.48,2,4,5.88,5.0,7.62,5.32,8,3,22,15,13.51,-0.97,-0.58,11.88,1
10371,22,M,Electrical Engineering,Bachelor,3,11.88,12.32,1,49,1,80.87,9,4,5.0,5.0,7.74,6.2,10,3,4,10,18.01,-0.71,-0.61,9.67,1
10371,22,M,Electrical Engineering,Bachelor,4,9.67,11.66,0,72,1,82.84,5,2,5.0,5.0,5.0,6.25,10,1,6,11,5.36,-1.76,-0.447,11.68,1
10372,23,F,Industrial Engineering,Bachelor,1,14.43,14.43,0,14,2,84.88,4,5,10.0,7.74,11.5,11.32,8,2,30,18,29.43,0.27,-0.413,12.21,0
10372,23,F,Industrial Engineering,Bachelor,2,12.21,13.32,1,32,1,92.91,1,1,8.78,8.41,8.41,7.45,4,2,11,19,30.8,-1.59,-0.352,12.12,0
10372,24,F,Industrial Engineering,Bachelor,3,12.12,12.92,1,58,0,73.99,6,2,7.21,5.77,7.95,9.41,10,4,18,14,21.61,-0.8,-0.479,12.66,0
10372,24,F,Industrial Engineering,Bachelor,4,12.66,12.86,3,65,0,85.01,2,2,5.83,5.73,10.34,11.65,5,2,25,19,29.24,-0.18,-0.486,10.55,1
10373,22,M,Accounting,Bachelor,1,15.48,15.48,0,16,1,98.35,2,4,12.95,11.22,14.16,14.3,4,0,38,23,41.1,0.44,-0.214,14.02,0
10373,22,M,Accounting,Bachelor,2,14.02,14.75,0,37,0,100.0,1,3,12.39,11.18,10.09,12.26,7,1,30,22,25.45,-1.11,-0.261,13.65,0
10373,23,M,Accounting,Bachelor,3,13.65,14.38,0,50,1,76.84,6,1,12.95,11.0,10.92,13.0,9,1,30,26,41.73,-0.87,-0.149,13.34,0
10373,23,M,Accounting,Bachelor,4,13.34,14.12,2,68,1,94.01,1,1,12.04,10.67,12.17,13.4,9,1,35,27,39.99,-0.4,-0.22,12.33,0
10374,24,M,Accounting,Bachelor,1,16.47,16.47,1,14,0,79.58,9,2,15.59,12.8,15.79,17.02,8,1,33,26,34.81,0.39,-0.07,12.99,0
10374,24,M,Accounting,Bachelor,2,12.99,14.73,0,37,0,83.5,3,1,10.0,10.14,12.93,11.34,5,1,18,14,27.68,-1.92,-0.256,11.05,1
10374,25,M,Accounting,Bachelor,3,11.05,13.5,0,52,0,100.0,0,0,9.38,9.57,10.59,10.06,9,1,26,22,23.92,-2.39,-0.154,11.32,1
10374,25,M,Accounting,Bachelor,4,11.32,12.96,0,70,0,92.59,3,0,10.52,7.48,11.25,10.7,9,1,38,26,42.18,-1.78,-0.099,12.62,0
10375,18,M,Computer Science,Bachelor,1,15.79,15.79,0,19,0,88.96,3,3,15.02,13.03,15.77,17.07,8,1,30,24,45.19,-0.15,-0.069,11.82,1
10375,18,M,Computer Science,Bachelor,2,11.82,13.8,0,35,0,81.88,5,2,10.37,10.22,8.08,9.67,5,1,28,21,22.51,-2.52,-0.197,13.79,0
10375,19,M,Computer Science,Bachelor,3,13.79,13.8,0,52,0,90.92,2,1,11.45,11.46,10.57,10.9,4,2,35,27,28.8,-0.4,-0.27,13.03,0
10375,19,M,Computer Science,Bachelor,4,13.03,13.61,0,67,2,97.25,2,0,10.88,10.3,10.47,11.69,8,1,31,18,22.46,-0.4,-0.262,14.62,0
10376,20,F,Information Technology,Bachelor,1,13.73,13.73,1,16,0,74.24,6,3,9.38,7.37,9.48,11.3,6,3,25,17,26.93,-0.34,-0.465,12.14,0
10376,20,F,Information Technology,Bachelor,2,12.14,12.94,0,32,0,87.81,5,3,9.07,9.08,11.33,9.89,7,1,34,24,23.98,-1.15,-0.225,14.32,0
10376,21,F,Information Technology,Bachelor,3,14.32,13.4,1,51,0,93.39,2,2,10.18,7.48,13.23,11.58,8,1,33,22,41.03,0.95,-0.363,13.58,0
10376,21,F,Information Technology,Bachelor,4,13.58,13.44,0,68,0,100.0,0,2,11.85,10.31,10.69,9.81,10,2,34,26,40.24,-0.02,-0.246,12.98,0
10377,19,M,Computer Science,Bachelor,1,14.37,14.37,1,20,0,77.71,5,5,8.04,6.22,9.19,10.25,4,4,25,16,16.5,-0.64,-0.623,10.49,1
10377,19,M,Computer Science,Bachelor,2,10.49,12.43,2,37,0,81.34,3,4,5.0,5.0,7.08,8.88,7,4,16,13,24.32,-2.49,-0.385,11.5,1
10377,20,M,Computer Science,Bachelor,3,11.5,12.12,2,48,1,84.57,7,5,6.38,5.0,8.27,9.22,7,1,23,15,13.58,-0.38,-0.487,10.6,1
10377,20,M,Computer Science,Bachelor,4,10.6,11.74,0,74,2,75.1,8,2,5.66,5.0,5.51,7.51,4,2,18,12,11.61,-0.84,-0.432,10.41,1
10378,20,M,Industrial Engineering,Bachelor,1,12.57,12.57,1,17,0,79.49,4,2,9.38,7.45,10.42,14.56,4,0,13,10,13.8,-0.06,-0.265,13.12,0
10378,20,M,Industrial Engineering,Bachelor,2,13.12,12.84,0,40,0,75.11,7,3,8.91,6.12,9.24,11.84,6,2,18,14,22.62,0.51,-0.371,13.37,0
10378,21,M,Industrial Engineering,Bachelor,3,13.37,13.02,1,54,0,74.73,9,2,8.68,5.0,8.76,9.95,8,0,21,15,18.73,0.27,-0.535,11.26,1
10378,21,M,Industrial Engineering,Bachelor,4,11.26,12.58,1,71,1,83.36,4,3,6.22,5.0,9.06,10.51,6,0,14,13,24.1,-1.82,-0.512,12.15,0
10379,25,F,Management,Bachelor,1,14.5,14.5,2,14,0,77.57,6,0,11.56,9.25,13.78,13.94,8,4,31,24,31.85,-0.34,-0.245,13.66,0
10379,25,F,Management,Bachelor,2,13.66,14.08,0,36,0,92.48,0,1,11.38,11.87,14.24,10.36,8,2,29,26,42.28,-0.87,-0.136,12.54,0
10379,26,F,Management,Bachelor,3,12.54,13.57,0,50,0,88.8,3,2,11.65,11.83,12.95,10.38,7,1,38,22,34.68,-0.7,-0.044,14.35,0
10379,26,F,Management,Bachelor,4,14.35,13.76,1,69,0,94.63,2,1,12.71,10.85,15.84,14.7,8,0,24,18,23.47,0.37,-0.075,12.15,0
10380,23,M,Industrial Engineering,Bachelor,1,14.83,14.83,1,15,0,81.83,5,3,10.1,10.28,11.74,12.23,5,2,19,12,8.08,-0.3,-0.462,12.11,0
10380,23,M,Industrial Engineering,Bachelor,2,12.11,13.47,1,34,0,82.81,5,3,6.78,5.0,9.5,8.76,10,2,25,22,25.87,-1.47,-0.483,11.59,1
10380,24,M,Industrial Engineering,Bachelor,3,11.59,12.84,0,55,0,83.94,6,2,7.22,6.68,8.59,9.16,4,2,17,16,27.34,-1.37,-0.393,12.22,0
10380,24,M,Industrial Engineering,Bachelor,4,12.22,12.69,0,75,0,82.61,5,2,11.46,8.23,10.16,11.27,4,2,26,17,23.9,-0.4,-0.178,13.38,0
10381,20,M,Computer Science,Bachelor,1,15.87,15.87,2,13,0,78.68,7,1,12.8,11.39,13.92,11.54,6,0,28,23,39.1,-0.13,-0.358,11.91,1
10381,20,M,Computer Science,Bachelor,2,11.91,13.89,1,31,1,90.61,0,3,8.85,7.31,11.12,10.58,8,0,28,29,32.92,-2.2,-0.299,10.52,1
10381,21,M,Computer Science,Bachelor,3,10.52,12.77,0,48,0,76.09,7,1,9.47,7.78,11.48,10.37,10,2,34,23,38.61,-2.35,-0.084,9.51,1
10381,21,M,Computer Science,Bachelor,4,9.51,11.95,0,72,0,84.94,6,1,8.08,6.39,10.79,7.02,7,3,34,28,44.32,-2.4,-0.081,13.97,0
10382,20,M,Computer Science,Bachelor,1,11.75,11.75,0,15,0,96.24,2,4,8.27,6.19,7.69,8.06,8,0,16,13,12.79,-0.05,-0.386,11.0,1
10382,20,M,Computer Science,Bachelor,2,11.0,11.38,2,34,0,91.21,2,5,5.0,6.36,7.4,8.11,10,3,5,9,11.68,-0.25,-0.405,13.18,0
10382,21,M,Computer Science,Bachelor,3,13.18,11.98,0,47,1,78.72,7,3,5.99,5.0,8.95,7.29,6,4,22,18,13.0,1.43,-0.627,12.12,0
10382,21,M,Computer Science,Bachelor,4,12.12,12.01,0,70,0,86.83,4,3,9.35,5.24,9.25,10.03,9,1,23,17,22.81,0.02,-0.351,12.4,0
10383,22,F,Computer Science,Bachelor,1,12.93,12.93,0,14,0,84.32,3,2,12.81,12.03,11.03,13.15,8,2,17,15,28.25,0.44,-0.004,15.5,0
10383,22,F,Computer Science,Bachelor,2,15.5,14.22,3,30,1,71.1,7,2,8.72,5.91,8.3,12.28,10,2,17,17,23.12,1.62,-0.66,12.57,0
10383,23,F,Computer Science,Bachelor,3,12.57,13.67,0,51,1,79.24,6,5,9.17,5.34,11.76,10.96,4,1,18,12,11.72,-1.08,-0.322,11.22,1
10383,23,F,Computer Science,Bachelor,4,11.22,13.06,1,70,0,72.37,10,3,7.92,6.35,9.02,9.9,6,3,20,14,14.1,-1.92,-0.259,11.19,1
10384,24,F,Industrial Engineering,Bachelor,1,15.21,15.21,2,15,0,79.03,7,1,8.46,7.39,14.46,12.99,6,2,21,13,19.85,0.37,-0.514,10.03,1
10384,24,F,Industrial Engineering,Bachelor,2,10.03,12.62,1,34,1,88.0,4,3,7.93,5.0,7.04,6.43,10,2,28,18,25.08,-2.81,-0.304,12.48,0
10384,25,F,Industrial Engineering,Bachelor,3,12.48,12.57,1,50,0,74.75,6,4,5.98,5.13,7.63,6.25,10,3,15,14,16.33,-0.38,-0.652,13.19,0
10384,25,F,Industrial Engineering,Bachelor,4,13.19,12.73,3,64,0,85.7,6,3,9.79,7.19,11.87,11.59,9,3,27,20,23.39,0.32,-0.297,11.99,1
10385,23,F,Industrial Engineering,Bachelor,1,13.9,13.9,0,14,0,82.8,5,5,9.07,7.57,10.77,9.49,8,2,18,9,10.33,-0.16,-0.429,13.33,0
10385,23,F,Industrial Engineering,Bachelor,2,13.33,13.61,1,30,0,85.31,1,4,8.24,6.08,9.84,8.98,10,1,24,18,18.92,-0.09,-0.489,11.33,1
10385,24,F,Industrial Engineering,Bachelor,3,11.33,12.85,1,49,0,84.38,6,2,7.13,9.18,8.86,7.35,10,1,23,18,19.97,-0.87,-0.338,10.96,1
10385,24,F,Industrial Engineering,Bachelor,4,10.96,12.38,1,66,0,86.51,3,3,8.04,6.96,9.76,11.85,5,1,25,19,31.92,-1.38,-0.181,11.86,1
10386,18,M,Electrical Engineering,Bachelor,1,13.62,13.62,1,13,1,69.62,8,3,9.26,7.22,12.8,12.74,8,3,20,17,24.81,0.67,-0.356,13.58,0
10386,18,M,Electrical Engineering,Bachelor,2,13.58,13.6,1,27,0,90.58,3,2,11.01,5.52,11.2,11.08,6,3,17,17,30.32,-0.88,-0.343,13.22,0
10386,19,M,Electrical Engineering,Bachelor,3,13.22,13.47,0,59,0,72.03,9,6,8.04,5.15,10.13,11.17,6,2,20,12,11.61,-0.92,-0.538,13.83,0
10386,19,M,Electrical Engineering,Bachelor,4,13.83,13.56,0,74,0,86.22,1,1,8.89,9.12,9.72,9.53,5,2,13,11,9.93,1.21,-0.495,10.52,1
